time,N1,N2
0,0.5274767394469025,0.527058704346112
1,0.43324372766669167,0.5889328609493932
2,0.516143155178148,0.5199389583617774
3,0.5750922328461935,0.6366844225056805
4,0.6132187633161238,0.6588118731435751
5,0.6616962697858733,0.5878595077148988
6,0.5178935682391563,0.5911445148684868
7,0.6399523227437995,0.5657935221376129
8,0.5153690763235477,0.49843016803328966
9,0.7643021645754898,0.6048182102942238
10,0.714048320755239,0.624640135402664
11,0.6506383536301846,0.5337841650619629
12,0.6855113464624963,0.6268050983217589
13,0.7441154207874306,0.5976136004334676
14,0.7001133959958884,0.5817099605700511
15,0.6622813812532333,0.5758534380957643
16,0.7141578855029382,0.4761668806248277
17,0.6130426773135772,0.48488340010543746
18,0.6015172154538064,0.4383257172929356
19,0.6417447666033201,0.41891910859101017
20,0.5600201407458779,0.46089001148169095
21,0.615535870477474,0.42683112009031543
22,0.551714352945135,0.3542638275010436
23,0.5443202516881449,0.36496901041001123
24,0.5898877628229489,0.3579968804817948
25,0.4914938747842722,0.40406493460732457
26,0.3326605737669316,0.2704485990429268
27,0.415059505045352,0.2381382060550221
28,0.4303785972254084,0.22320669229732154
29,0.43444930181159835,0.2662494159759953
30,0.4202873937092008,0.1770602822576537
31,0.39208107951347293,0.24625742870121659
32,0.2623884710378807,0.23519767549832926
33,0.21283171635244041,0.21414802036435537
34,0.2972064033441719,0.2006374622968708
35,0.21945121146359267,0.15467042140063186
36,0.29575433696529563,0.21261430567297454
37,0.2734820399496649,0.2500742400099617
38,0.17154908556086204,0.18949781437304228
39,0.32952512097906317,0.2191794387135144
40,0.2802344021806813,0.29501742328221303
41,0.3041903797657596,0.2706404138965933
42,0.2582995788618355,0.31770739864143555
43,0.33115879201021065,0.35619563798426673
44,0.3037619102181686,0.32477138766270813
45,0.39678461053580144,0.4240985139378857
46,0.331371122024665,0.49193361940924957
47,0.337426352748098,0.38804272297766934
48,0.41193785036415836,0.3868722496019128
49,0.5447439156266929,0.4494794510529756
50,0.5948484572102515,0.5462855641636201
51,0.5834135395443797,0.5445772738878306
52,0.5712125497716821,0.5249336073910982
53,0.5614492213414576,0.5779540791459121
54,0.6473658284603008,0.5631438427487582
55,0.6266540185184445,0.6142152424454832
56,0.6388737950652693,0.519286514484955
57,0.5245712275316087,0.54365219111343
58,0.6727882353565906,0.5641540960612854
59,0.6502696440556404,0.6202471618591705
60,0.6221461634504678,0.5595712275683968
61,0.6795526910610364,0.5667232385265583
62,0.6439315413076694,0.4927904153309733
63,0.7607577920843106,0.5750117491382082
64,0.69464247314963,0.6891177210742638
65,0.728775591718849,0.5553169280608661
66,0.5941671555152412,0.5345049450839108
67,0.7735050885555089,0.4241606432681655
68,0.6488423076490791,0.48801304876625035
69,0.6660672970519503,0.49283134108217347
70,0.6687400198252837,0.5010954452592409
71,0.5244282464667295,0.4472112985302473
72,0.6379693146125252,0.41741309443046476
73,0.4717256338053489,0.40216445447662036
74,0.5834795309929556,0.3531681593562049
75,0.4577865839447135,0.22190820875019418
76,0.4747208987460112,0.2977530985489061
77,0.4965079973019573,0.23599282924499304
78,0.5256077546141515,0.24877455954753602
79,0.3420793128802113,0.29441576081464116
80,0.3266427870169798,0.2631756665894966
81,0.3922154976717233,0.2580023698577274
82,0.36423222932800403,0.24900762160948986
83,0.32645633321079576,0.2865660389198411
84,0.29538708660391,0.22550448965382983
85,0.35071581838492427,0.19029917526089501
86,0.3353511612598826,0.2982677018080919
87,0.3652068160210596,0.2697447743078646
88,0.3244999835196457,0.2826555139734465
89,0.26934113877795796,0.15840231899854712
90,0.28386691175639506,0.2559069237467322
91,0.2311132281110263,0.28231879001166066
92,0.41791536600778695,0.30436334833436707
93,0.2974323485152826,0.29448956767815154
94,0.39847136881939554,0.35344741599418883
95,0.3583861031682376,0.37998505255896037
96,0.4019323157105943,0.43379731567952207
97,0.535840275180567,0.3822040825041675
98,0.3801537446908079,0.548700063903329
99,0.4924187513822417,0.4301433237217151
100,0.4956978129236331,0.4824994985736013
101,0.4521872708754744,0.5427677305555701
102,0.5797050306260413,0.5774560072870818
103,0.5021204310985389,0.5932502521938244
104,0.5552069849993662,0.5533763390960245
105,0.5449355498248887,0.5453476965517653
106,0.719011419113792,0.6160076613461821
107,0.6527296317808814,0.5916608942470141
108,0.6675526567740446,0.6232631353630372
109,0.6791626393983923,0.5512322634652737
110,0.5980755199114549,0.6805429246728585
111,0.7360462895021356,0.5344973922673836
112,0.7090270183255848,0.6651658069981446
113,0.7264910803766381,0.5583059621854647
114,0.6501232246452342,0.6140774089125167
115,0.6425424851101471,0.5042422325857076
116,0.7180850634697272,0.5011881834387212
117,0.6335455355981581,0.46168822225185024
118,0.6136884492927432,0.48137013274857116
119,0.6560280112337491,0.4417870612843407
120,0.5747160318960383,0.4531773040208709
121,0.5713412171413349,0.4618226512536823
122,0.6016462404440684,0.35397437246637925
123,0.5747492469573582,0.35320573078752915
124,0.573125972892462,0.2694039395259487
125,0.5131268510301852,0.30249473893124856
126,0.5252472423957374,0.24308003613544543
127,0.3595372610263136,0.27150064153991577
128,0.48959520786308236,0.21956507732002906
129,0.4467063682442977,0.19338652270578668
130,0.3268945425713675,0.28277343743219535
131,0.3673229233483927,0.16224325382337665
132,0.3299146962252369,0.22842019899496424
133,0.3348591346991775,0.18000939298658958
134,0.3314378207137479,0.2622572959573448
135,0.36022357691570506,0.29164927267540997
136,0.28138115109193806,0.23996151850570038
137,0.31104069809990836,0.2567945559428787
138,0.32242572297553207,0.21007900083681047
139,0.2562543480634598,0.2708398433546232
140,0.33285307891405375,0.23300223498128883
141,0.3752718873746801,0.34257700993306617
142,0.22652790125773697,0.28619591838663316
143,0.38354219688033575,0.3112339380721722
144,0.33810862652873663,0.3895857308866694
145,0.42809692744412936,0.3408760866190374
146,0.387793261277211,0.41354497448874666
147,0.46830913387913736,0.33563668948131364
148,0.48340364710857553,0.48722620232463254
149,0.47158570226646535,0.48227833384674135
150,0.4833435205552104,0.563637974176799
151,0.5343298280124898,0.5382520193339864
152,0.4862610381260532,0.528016683118103
153,0.5574364088270278,0.5882535591293351
154,0.5691310286667384,0.5467556992444982
155,0.5462368258093764,0.5738480679369206
156,0.6719741928951732,0.5136258971943299
157,0.613734334578486,0.57375054255802
158,0.6976193890346857,0.5688190931416734
159,0.6622474230248504,0.581243281345999
160,0.7236527655823181,0.5420926173677569
161,0.6930510148266732,0.6559816784627777
162,0.6257218734340355,0.5413508459008443
163,0.674640054273691,0.5326114182075105
164,0.7430236432292516,0.5409911161584874
165,0.7458272189149417,0.48194925130477856
166,0.7216326332328927,0.5497303311529582
167,0.7217022186328358,0.45694828329361664
168,0.6203623272501263,0.5245872558033532
169,0.6176619180861693,0.46383512213438494
170,0.5561004549651781,0.46644234865819495
171,0.6296631607556759,0.414592708126189
172,0.6279850352022872,0.37463440752001853
173,0.5251383652778119,0.30646207321204844
174,0.47964868572530306,0.3169031031349176
175,0.47609090361783873,0.2937518267833947
176,0.47430506600219935,0.28672974009209556
177,0.5052201320461753,0.24213827633056592
178,0.44704834264844984,0.14578369494507798
179,0.3902723036268553,0.2174043798484068
180,0.4217688995104935,0.21574019943017053
181,0.3798147825096365,0.17165927611805473
182,0.3700789234717663,0.2427034376580443
183,0.32494751645866154,0.18902370840886878
184,0.3929067828204589,0.24618596385217195
185,0.3225474767705184,0.22920209602712913
186,0.2757447330227527,0.22475090819424057
187,0.3638007448904476,0.1860452414866835
188,0.2611235050322549,0.2216983459272237
189,0.2816962475932711,0.2279783356787668
190,0.28433052194723385,0.3248708108550593
191,0.2902857699558694,0.32048309525286506
192,0.31137890031998294,0.27186268633890165
193,0.31565775469689145,0.37070300463536837
194,0.3824946005444021,0.3131661071863048
195,0.44394284928396643,0.3141134254404372
196,0.3829664302905671,0.3693663047379067
197,0.41068155660209665,0.3793412901874989
198,0.5252406873951807,0.3719672101274708
199,0.4988171163628153,0.49806849040177426
200,0.48112535223033887,0.5271862609235906
201,0.5746315587330725,0.4438985452143264
202,0.5788310818911498,0.5625509895880635
203,0.5641584705000882,0.5779340076759055
204,0.5435198733410069,0.5098876043018429
205,0.6225783816186093,0.5242743508921079
206,0.6760622489136014,0.6986998749828685
207,0.6931872027805751,0.5819411640648886
208,0.6528454173317646,0.630121224366384
209,0.6768199373807269,0.5895386524636658
210,0.6358277099818804,0.5733378000292795
211,0.7007989373207769,0.6060580624867137
212,0.6953092729638988,0.5578520711048855
213,0.704479258364367,0.4879971438537687
214,0.7006985496138084,0.628158694836455
215,0.7592283948003123,0.5599409080623609
216,0.686547837114278,0.5413554652550313
217,0.6297954643631662,0.45860463293240195
218,0.5936003438356832,0.46104472470098534
219,0.7439559286244131,0.48124390032829906
220,0.5808526592815211,0.43063813969283776
221,0.5568361791822092,0.4511266316856395
222,0.6585362247939839,0.38007490803411403
223,0.5639542110915315,0.4296240254917049
224,0.5830247480083137,0.31177252632949237
225,0.47336639925802176,0.3956991162552598
226,0.48427218111270803,0.3297876261801496
227,0.41926521805628725,0.2604710229022481
228,0.43384489009953997,0.2081675163041105
229,0.38872499680213657,0.31823553277522465
230,0.3978828609521335,0.1561268406325177
231,0.3441910059331131,0.2029408968924532
232,0.3380665259448198,0.1975473757313908
233,0.3071388780007009,0.19805624057755222
234,0.2854933930543991,0.31395273727461825
235,0.4024514722848302,0.2391513923705735
236,0.40827100813957506,0.20486986901389903
237,0.3338873864207673,0.21878815306984425
238,0.2504567542789584,0.23812713469000157
239,0.32225815048785267,0.24446044828445043
240,0.2761999449974638,0.16926349677509148
241,0.2571258981688384,0.25959804544349746
242,0.3195921961415464,0.3666015661103657
243,0.30945463258137157,0.38002489760394603
244,0.37735976436150237,0.4634582976829402
245,0.43315216490478636,0.35554748891490967
246,0.38870387316272614,0.5253288093102824
247,0.41694044966368393,0.5575580246334471
248,0.4265403390192666,0.4947140626779454
249,0.46783309429499487,0.441649792111724
250,0.49481218854397196,0.5645191215000286
251,0.5581768245210329,0.5193537860547076
252,0.5477491938954295,0.5381922277389072
253,0.5961061047035909,0.6581753475311454
254,0.597549750569191,0.6253902655417114
255,0.6355714630269208,0.5458204428693905
256,0.6334585846490723,0.5883129383799293
257,0.6146481333687124,0.6497243178375732
258,0.6558534851819657,0.6261575186986275
259,0.7395188403029026,0.5607409280801362
260,0.738512274670864,0.5585791583538344
261,0.6873633664457425,0.6179270104204058
262,0.6513920192461691,0.44977159141386724
263,0.6682222066753384,0.6733778474706132
264,0.7139123701711366,0.5531595710947858
265,0.629576957578765,0.4967914026577786
266,0.6386863191612471,0.5291170088107964
267,0.7186468813385758,0.4645925400918675
268,0.705179843842416,0.44914822331022186
269,0.5797857107486496,0.4264684799332325
270,0.5501927998525611,0.36819582346192087
271,0.5721940456081268,0.4097205264771445
272,0.5673508640279368,0.38316529623049495
273,0.5453695341610427,0.4119728210631565
274,0.5133546156281552,0.28641860503338373
275,0.5424504851586277,0.3348032476761096
276,0.5249988811981016,0.3077296479178247
277,0.5337321439123752,0.36055989364217755
278,0.4263296749163271,0.28834163185787576
279,0.3530064747286787,0.2365776280431573
280,0.42845611493757685,0.18857410179164752
281,0.2943520388809374,0.17691542907092675
282,0.38379471969237433,0.1599414953070003
283,0.36822351640843354,0.18215572582490105
284,0.44478312949586224,0.16206094032661006
285,0.3094392613182785,0.23144732334561688
286,0.3721298069986626,0.2634026318728726
287,0.37165677446996326,0.19454639777204774
288,0.3372978804409333,0.2080354433597031
289,0.3668806420510983,0.35926623392911466
290,0.3288592425891328,0.253136810203361
291,0.3347148850730761,0.3033997751620659
292,0.37249575642240373,0.2114530074623217
293,0.3161660323929563,0.38619124951796885
294,0.32245776417297933,0.2255938235433896
295,0.4314261647065422,0.3237222260591913
296,0.45813829097635,0.2606608707137042
297,0.5055312665620546,0.44333615282333455
298,0.41997385671838144,0.44269132840244113
299,0.3969072770534341,0.4762476559751029
300,0.5873867827586102,0.4693456155452398
301,0.4995896267438883,0.5890109316120214
302,0.514390897977119,0.5225822128165123
303,0.5792481241375883,0.5624774656892627
304,0.6399684617912852,0.536083395260295
305,0.6515424980759799,0.6593742505388365
306,0.594185234049115,0.6434492175185399
307,0.5922063267807588,0.638578252760942
308,0.6752259214365507,0.5833969333449217
309,0.7198202242163471,0.7877891220566955
310,0.726908283461702,0.5492618931174413
311,0.6256475959645532,0.5314999486737544
312,0.7035140770776682,0.5879483466624867
313,0.671725085039447,0.5445055427240193
314,0.7091905591122762,0.633750129274379
315,0.7155102386732414,0.6136997040877608
316,0.7046205677678222,0.6045460695943781
317,0.6777498071041989,0.49712146249373224
318,0.6998567119511994,0.5681943115318651
319,0.6656930000575956,0.5018065869207757
320,0.6288757458537614,0.4687223079697862
321,0.5754111982308935,0.43429880080951744
322,0.5979039505015061,0.3733104871873029
323,0.5556399663482263,0.23968538469762624
324,0.5508971861464695,0.30704938766345363
325,0.5082012419475567,0.29187047400887367
326,0.6022633385154657,0.295936782912892
327,0.5001073994944899,0.2848387257144416
328,0.4522039243458966,0.25293848727456575
329,0.46549711832830826,0.20258243567088544
330,0.3634160919331467,0.21868254414794944
331,0.32286732957434217,0.19390134374455048
332,0.3085599877577072,0.2821858949491366
333,0.25893583930604114,0.2784493779499439
334,0.3085456870551207,0.1788804953906411
335,0.3064248479399663,0.17295667648248325
336,0.31687536859725757,0.21419315389060015
337,0.21722859326928978,0.2613590721337745
338,0.26528339875057233,0.1648075752958596
339,0.25394325247067173,0.2823505437484345
340,0.24173540857789172,0.2860548295681845
341,0.3181272296514599,0.2766934362188027
342,0.20831316585988635,0.29558511094437007
343,0.30646803521035326,0.3383867407997493
344,0.3355773947916565,0.405978615446882
345,0.36916104568486935,0.36151500803725783
346,0.4212590896916184,0.3432162115423893
347,0.4520523609585514,0.49205205250327416
348,0.4606015460984606,0.5833884788481101
349,0.4579699355035092,0.509093542618916
350,0.5200934331197542,0.48192222842995114
351,0.45709386040367384,0.6341511697139595
352,0.5889012345151182,0.6672300505202559
353,0.523613792966294,0.5237502267445491
354,0.5581399402749889,0.5069862944688501
355,0.5635593485364414,0.6090736261964997
356,0.6828492285868244,0.5537328780999644
357,0.7425417796476341,0.5763658065902669
358,0.6113343289294942,0.6261713154125692
359,0.6413623896967854,0.6527653756324212
360,0.7209923271889699,0.5631991275446523
361,0.6689624002729239,0.5509827761041262
362,0.7058572079324749,0.6349091032375977
363,0.7164519737847951,0.6025247404737644
364,0.6812610687499283,0.5902199439819434
365,0.5651875128981503,0.501712212575565
366,0.7873129816214441,0.5337086646098204
367,0.7343125304568743,0.48668907597799305
368,0.6943319624601272,0.4769247605184967
369,0.5461519533886001,0.40735134712426724
370,0.5944236628988078,0.37099555493941844
371,0.5758160318572405,0.3640365893148815
372,0.6584283527077057,0.3484436942623399
373,0.6400998525508018,0.39457624177118766
374,0.5466805536170453,0.3459198285272442
375,0.5614428539319053,0.3320556461457409
376,0.46055558754146614,0.27910538464939844
377,0.4611742597174754,0.33734682558979423
378,0.4772018102032193,0.2645654655832838
379,0.3966527951646603,0.29889737396550975
380,0.345347375061729,0.1906286549006485
381,0.2922013783240784,0.2829526326016475
382,0.27731626056449254,0.21155132934824977
383,0.3499925812153209,0.3042800190279811
384,0.35025344550667525,0.18115778005795768
385,0.41275111441444745,0.2705536877930851
386,0.30906981717634796,0.1767205640699138
387,0.22832294544062093,0.1703570305530463
388,0.23393801040414405,0.20062171555149216
389,0.2494028194189762,0.25511497686530243
390,0.2660197598996491,0.2795692767579298
391,0.3323334935428289,0.30947820686497174
392,0.24364666842500074,0.22455448410159634
393,0.2172408160524068,0.30778015796213143
394,0.41553922468089977,0.35379362485910143
395,0.361125132509914,0.4304198158253494
396,0.40514370319141507,0.3404940702332697
397,0.38717443898033554,0.49044360413813765
398,0.5021734262194827,0.48230512721029073
399,0.561152572267215,0.5009153262615238
400,0.4473331686808917,0.4077167725025814
401,0.6083028460191131,0.40967924853511906
402,0.5083444366732602,0.5519895996132801
403,0.5608866746856794,0.6014817749509759
404,0.5588332919999905,0.6138852934166307
405,0.7377502378406625,0.6122130509379498
406,0.6767882236132058,0.5687758515149826
407,0.598952667303482,0.6258649060264317
408,0.6662021626068971,0.6283501431362114
409,0.6415239431781208,0.5793638520980835
410,0.7778937327747293,0.5905525589296026
411,0.7438143921045683,0.6881145141446737
412,0.6669333667543339,0.5748170694241205
413,0.6099773220753382,0.6542526630102636
414,0.6729439759107728,0.5520247817694477
415,0.8048873625259034,0.4893378204691239
416,0.7087367085550353,0.5433238901980438
417,0.607608512200301,0.5279246019502127
418,0.6110203096783864,0.4461100837669763
419,0.7436368824142785,0.47119020339833767
420,0.5858083905959274,0.3761077439956353
421,0.6025892982025669,0.4822438781615953
422,0.4873453758400128,0.3767354397616471
423,0.5046550601636172,0.41943994565922715
424,0.5854216303522657,0.3116762902679698
425,0.49305984657799984,0.395458235992751
426,0.4069008698651954,0.2090790476233907
427,0.4473054162138005,0.2779054933053135
428,0.41807400764073255,0.2756485389455432
429,0.41551405693392934,0.21677248005867927
430,0.392770933572135,0.23071464711375997
431,0.3974057006868156,0.2703514931297829
432,0.36434883857888856,0.1397435219293804
433,0.30218585623875527,0.267032608369409
434,0.40084171896661425,0.2722983245386622
435,0.2711574524464468,0.2269683424813791
436,0.34786785782521346,0.27084634955079256
437,0.334562149457357,0.28426086202978823
438,0.26432782953220224,0.33807628369764015
439,0.23551339216211137,0.2860607027838289
440,0.3286058858946253,0.2582808890009664
441,0.39202199246941893,0.35785272265499823
442,0.31389373117415875,0.33937159308564474
443,0.27446660688106295,0.4049989416937476
444,0.3554991077218464,0.3098237656649213
445,0.4404117851521736,0.4589216207984742
446,0.41208941583818576,0.3210618359434023
447,0.4841952195469482,0.47285342346434966
448,0.4748384795894416,0.4294371173520288
449,0.4451852020186111,0.3747947679074467
450,0.4090742065192271,0.4468314071075816
451,0.5218392710163483,0.5547772605947228
452,0.5445770833641126,0.5170459085152443
453,0.47634459192718304,0.6393783694661135
454,0.6548736143935221,0.6192840597162004
455,0.6218590613072361,0.5384437412122997
456,0.6176202563231284,0.5831742529068207
457,0.6902091474086963,0.6182471559497896
458,0.6155310898840398,0.6197440122705411
459,0.6312412313346397,0.6008540347879425
460,0.660479374959649,0.5562498968600657
461,0.711198012613207,0.5249625476607538
462,0.7079088423982425,0.611031901037768
463,0.795096634488925,0.6343309025184529
464,0.6915188523172002,0.5646222575089237
465,0.6515785789671085,0.5022549857049319
466,0.5865996083151361,0.492886170740391
467,0.6554503974944016,0.6043857359470574
468,0.6706195025078996,0.4665767271493288
469,0.6533817457913064,0.47410707603873325
470,0.576465552241233,0.47374223109408675
471,0.5881066729284125,0.44724226003881185
472,0.5442393292209451,0.3895624897592728
473,0.5474162132466678,0.2850734717634399
474,0.5171245151000983,0.2869852156107906
475,0.4988549534892661,0.25595357852458467
476,0.5017453778431759,0.23328084381212905
477,0.43185619952384463,0.201525693060567
478,0.3772504981674644,0.2675421741250218
479,0.4307473952167914,0.164404279177336
480,0.43644859109780265,0.2061862803463564
481,0.405391300678174,0.23823835025550297
482,0.2937993739116447,0.1354130997587994
483,0.3838828872560485,0.20974151439992428
484,0.3119100527293606,0.14786789385056762
485,0.3566484894103498,0.22329855887753822
486,0.34289070133194255,0.15839047849691848
487,0.24121236619498806,0.1553252641780027
488,0.20881564530274976,0.2292560358184298
489,0.36015048544775163,0.24540502034815023
490,0.27014270038685956,0.2943545344047923
491,0.3739912418339068,0.2245504533867491
492,0.30536129865162936,0.35020271885420795
493,0.3234705868423798,0.2285081338778366
494,0.40558443354691487,0.2285093033728464
495,0.3986807055528325,0.37088632190665155
496,0.5182301596478678,0.39664857377762813
497,0.3941315698793002,0.3595943629945104
498,0.520214409327679,0.4762795246254358
499,0.48219013634382624,0.4284042508088399
500,0.4458368814792366,0.4712278925503626
